customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_policies,total_claim_amount
6776,24852,96,0,38,3,818
2473,13449,68,28,13,1,326
2357,25064,62,17,34,1,297
4595,76357,117,18,96,1,4
8804,48990,74,3,20,2,355
8209,68022,103,3,26,3,494
5406,21855,74,21,49,6,355
4638,61785,71,33,48,7,143
7897,47496,72,8,54,2,518
5601,11920,74,20,27,7,355
5635,20303,71,24,84,3,340
6558,19508,61,22,59,2,292
4334,23904,123,1,67,1,590
3371,86689,85,3,72,1,408
4868,31447,121,12,16,1,580
4549,27184,62,12,53,3,639
16525,24414,104,34,80,2,499
3954,18375,103,8,50,1,535
4111,65085,103,20,55,1,480
5358,40833,69,13,84,6,294
8896,26201,112,4,48,8,168
5124,14465,135,30,50,1,944
8879,52583,113,12,59,7,528
8646,64125,108,3,44,3,369
3757,36633,96,20,61,1,460
5290,27179,66,8,91,9,344
9591,54538,119,32,63,6,507
7379,61584,61,18,93,2,205
9075,37722,116,8,23,8,158
15925,34455,135,8,69,2,648
7176,27071,183,1,85,1,878
5229,18129,69,21,56,5,364
11726,40564,97,0,36,2,85
4307,32537,62,27,14,3,434
8044,71391,67,29,39,2,284
10864,95579,67,19,78,2,308
3712,73205,92,9,18,1,37
2641,29305,66,1,38,1,475
22235,80355,187,24,92,2,897
22261,50398,71,18,51,2,339
8544,28224,109,13,13,8,523
2842,92629,72,22,1,1,60
2878,79189,71,11,79,1,56
16045,30739,65,10,10,2,163
5073,57709,125,10,26,1,600
2331,27398,68,4,39,1,326
8355,57074,105,28,19,3,80
6326,86162,87,2,41,3,417
7813,25859,74,0,44,2,355
3995,37862,119,19,98,1,856
12302,43817,62,25,12,2,245
7506,49561,193,4,35,1,926
6857,80629,101,31,1,3,1021
5357,33047,82,7,77,7,393
2584,22562,65,15,81,1,312
5074,51659,64,0,37,3,307
10492,72297,87,17,37,2,109
27789,33806,89,32,59,2,395
3560,76769,88,6,91,1,170
10083,11828,90,18,84,2,571
2491,36631,62,30,77,1,67
7396,41045,64,9,28,2,394
5254,34476,67,23,49,3,5
66025,33481,188,28,46,2,1194
35944,18539,114,33,55,2,820
2628,83838,65,1,74,1,281
4650,28215,65,15,26,3,468
4978,28695,64,17,87,4,221
2839,27083,73,15,58,1,525
7815,82373,112,27,46,4,574
2188,43133,67,29,49,1,321
22332,49078,97,10,3,2,484
2659,98547,87,4,4,1,420
3133,58850,78,20,26,1,143
15144,13783,62,6,44,2,307
2510,73336,73,29,38,1,525
4980,21135,130,14,59,1,678
4277,75921,106,32,4,1,609
4139,35945,105,14,25,1,756
7865,75490,97,33,20,7,43
4748,46462,70,8,74,3,504
10408,20228,101,6,43,2,523
3567,47876,102,28,11,1,660
6285,39212,90,4,63,7,432
4737,73314,130,0,93,1,23
4787,92186,67,16,45,5,321
3383,57097,97,23,38,1,698
30141,42722,103,9,72,2,1060
8257,23815,73,4,47,2,424
5380,55350,67,0,13,9,321
3309,72140,87,22,66,1,417
2700,89362,67,8,72,1,116
6674,28846,189,23,14,1,1737
3536,28248,90,25,89,1,634
4364,44804,114,15,13,1,778
5615,19949,74,0,99,3,355
9333,89513,116,5,12,6,232
3265,25820,82,10,69,1,393
1898,59693,67,15,91,1,413
3605,21585,92,35,61,1,441
4915,35071,70,13,48,9,504
3528,31278,92,24,95,1,441
14131,28327,185,29,26,3,888
4772,20993,133,2,90,1,638
9657,85559,131,34,61,9,628
11140,27679,150,30,28,3,722
2750,34200,70,27,15,1,167
2843,67952,71,16,0,1,167
5123,72096,64,24,92,5,252
5279,92589,65,29,20,9,312
4198,39913,106,16,61,1,344
6243,57734,78,2,64,3,374
18073,64620,76,24,32,2,364
3600,25147,101,7,54,1,694
3508,63616,97,19,18,1,698
8759,28280,116,7,55,9,556
5584,19724,72,20,49,4,345
6817,43947,61,33,43,2,291
25674,66550,107,5,0,2,513
8586,38676,72,24,33,2,146
4080,57283,106,9,85,1,337
7147,87454,89,30,88,6,60
7317,24083,63,22,2,2,340
9269,27849,119,24,94,3,571
4122,24732,107,18,44,1,72
31161,30916,112,7,65,2,200
26134,67745,111,1,72,2,673
10340,40882,89,6,17,2,393
9807,18379,135,17,48,4,970
8104,58172,67,8,62,2,141
5970,64008,85,14,66,5,372
3774,66457,95,2,76,1,456
5006,55740,71,16,4,5,358
6650,99494,83,11,65,3,398
12521,39007,105,29,16,2,1023
2227,27972,61,7,38,1,292
3465,48744,86,3,59,1,412
17666,18575,74,6,92,2,355
4836,39310,61,5,89,3,93
22056,66851,92,10,70,2,408
3615,19707,95,16,1,1,684
3438,55910,86,4,3,1,324
4558,46080,62,13,21,8,446
5285,42664,73,1,44,4,392
14019,31739,71,10,29,2,469
5452,17723,72,3,40,3,345
2767,74402,72,27,60,1,22
16468,23859,63,4,52,2,685
21991,80807,109,1,73,2,132
33053,44246,122,1,18,2,585
6005,26876,76,17,72,8,364
19338,22784,70,11,68,2,224
5531,50097,71,25,81,5,17
13770,59207,116,23,21,2,556
5313,99882,79,4,78,4,568
7903,35406,69,13,15,2,67
2843,98747,81,23,60,1,583
2786,94310,70,1,76,1,430
2656,57117,67,6,29,1,321
8667,31354,109,11,23,9,527
8692,97768,72,22,14,2,151
7294,76407,91,22,85,9,436
6969,27604,92,20,45,9,441
13447,26708,122,10,24,2,585
2713,57982,74,35,77,1,299
3873,28142,105,18,50,1,701
21776,56044,182,27,32,2,952
3979,96413,99,3,78,1,560
21159,88041,108,15,17,2,777
7486,97899,95,29,73,7,3
18065,15385,234,11,26,7,1135
2504,88264,62,8,34,1,297
2605,60252,65,10,8,1,182
9492,32512,132,9,85,6,633
20380,33175,66,31,76,2,84
2591,56701,65,34,36,1,333
4244,34220,109,23,71,1,523
2237,55958,61,19,44,1,292
3708,23393,95,26,37,1,456
5515,75963,69,4,23,7,102
3794,19794,105,1,78,1,504
2725,81605,67,7,74,1,424
4067,28466,102,33,91,1,371
6364,41986,84,25,31,5,430
42937,64937,122,27,43,2,328
12981,39843,109,5,97,2,523
2930,33663,73,29,71,1,350
6021,57350,168,0,46,1,1476
11981,21514,62,0,59,2,257
5380,55350,67,0,13,9,321
4984,86305,62,35,99,5,80
3286,60934,82,10,64,1,393
17569,41463,74,2,78,2,355
8356,89771,118,8,29,7,153
5340,58493,67,13,53,4,321
6388,26436,83,0,10,5,398
6944,86045,68,24,31,2,489
4566,24579,66,27,28,3,475
35850,17588,192,24,92,2,1382
2467,23845,61,33,34,1,292
2387,27592,62,6,29,1,297
2903,67763,73,17,69,1,59
5217,39854,66,6,4,7,261
7495,26013,106,23,45,5,763
6186,88375,77,23,11,3,0
6369,34498,83,30,72,7,398
8012,62301,107,17,39,5,513
16468,73206,63,4,52,2,685
5717,68342,72,33,39,5,148
12234,69340,117,1,68,2,930
6503,22081,84,1,9,6,451
8334,49851,69,27,85,2,331
7451,26239,65,11,39,2,312
2644,90443,66,11,15,1,235
6135,43579,77,12,17,8,452
2354,26184,62,1,92,1,297
7809,50948,111,29,60,3,532
15415,89464,194,17,40,3,1067
4513,34558,113,32,24,1,376
7413,42230,106,7,44,4,508
30909,57659,111,24,31,2,756
8209,68022,103,3,26,3,494
5528,36088,72,16,31,9,345
7901,99711,98,24,24,7,11
5499,88768,68,17,77,7,326
5633,37595,70,2,22,9,501
8008,63775,100,29,3,3,462
7519,96306,95,12,17,6,185
6583,17694,97,22,5,3,465
9198,31562,115,14,6,3,552
3065,22985,77,4,65,1,458
2689,26554,68,18,86,1,391
4758,92324,119,5,46,1,603
11895,88218,99,9,25,2,50
3230,62873,81,0,41,1,207
9546,15406,124,17,40,3,892
5926,23091,96,28,90,5,460
2764,31591,72,17,65,1,240
21920,60180,183,14,70,2,988
2831,70037,70,6,61,1,409
4270,59144,122,27,2,1,725
6240,68332,79,23,21,8,379
7601,47519,96,21,2,4,245
5592,71811,71,17,48,6,29
7780,22243,70,29,93,2,504
17651,22510,95,19,48,2,456
5074,51659,64,19,37,3,307
2241,43388,63,5,7,1,453
2864,56533,83,17,30,1,825
5556,97424,68,25,13,5,230
7582,64801,64,23,19,2,268
2609,58139,65,29,77,1,33
5256,77693,65,30,15,7,225
13333,75634,110,13,52,2,432
9095,65103,115,7,41,3,552
8837,62277,113,9,68,8,249
3355,46644,84,34,19,1,150
5866,75952,73,5,17,3,350
8661,85470,109,23,31,6,523
5781,69512,72,3,62,5,196
12052,43184,102,6,81,2,376
14082,71425,102,17,91,2,734
4334,23904,123,1,67,1,590
5191,40366,141,7,32,1,676
11250,29505,284,2,70,1,1979
8319,49734,69,3,41,2,154
8186,20369,105,4,38,3,1126
4794,46143,122,15,85,1,223
5009,91683,69,20,95,4,496
8139,24992,106,24,8,3,508
2674,56342,69,12,89,1,331
10856,59803,90,21,0,2,22
60556,64112,204,35,45,2,979
5103,39452,131,6,54,1,398
5279,77167,66,15,99,3,137
8718,89096,111,1,50,3,64
5418,39133,67,25,26,3,90
2548,47346,65,6,35,1,312
4460,60587,65,24,45,4,312
4755,61190,66,27,89,3,712
17622,60905,252,31,10,3,1814
5994,74284,74,5,5,3,268
9267,55808,116,31,4,7,551
4592,73604,114,15,89,1,184
19454,59853,124,18,79,2,570
5433,29629,71,21,51,5,228
7288,79494,91,19,30,3,396
2814,94304,71,31,41,1,182
6240,33235,87,31,9,9,712
28421,42803,245,21,56,2,889
26113,80409,74,28,72,2,262
5221,60445,65,8,53,8,279
2759,92296,69,4,65,1,331
2863,36706,71,4,45,1,435
10831,23202,96,29,59,2,460
6893,62929,68,8,72,2,326
5635,59325,71,13,75,3,229
4639,28358,117,24,37,1,84
7425,58042,62,14,88,2,161
2542,84495,63,15,61,1,302
8428,12180,113,17,62,3,675
3756,14233,108,32,49,1,718
33288,91541,118,23,3,2,51
16963,79114,117,26,33,2,561
5170,82177,69,27,48,9,331
4376,63774,111,18,63,1,60
8714,91376,118,14,64,4,566
6317,13792,87,2,3,3,620
6886,34615,87,6,73,7,417
15102,61018,137,10,92,2,32
11727,29879,102,17,0,2,500
6222,74270,78,33,2,7,122
6307,97737,88,16,28,7,422
6366,44368,80,5,72,3,384
5407,22555,70,1,62,3,336
2483,87492,62,15,69,1,264
3360,75216,84,23,39,1,65
8429,98796,104,22,32,3,499
8709,85185,107,26,91,5,166
4347,81412,109,1,29,1,344
2113,48085,65,2,37,1,468
5437,23339,138,8,31,1,666
2359,19864,63,4,96,1,352
8406,42540,70,15,52,2,43
3623,45957,111,6,24,1,1171
7223,37531,97,31,58,3,465
2355,25140,63,20,5,1,302
8807,59762,113,27,91,3,542
5977,25320,76,10,70,8,269
7782,70059,194,1,97,1,253
9422,34115,119,6,73,6,466
7478,23530,65,22,34,2,312
2822,49951,77,33,86,1,138
5392,75438,136,11,97,1,438
4165,58299,105,24,22,1,504
25030,15150,110,1,53,2,528
7304,64316,104,35,79,3,499
10484,61108,89,22,93,2,49
26220,24743,84,8,23,2,1008
8992,87487,129,23,4,7,1059
22256,23444,196,7,62,2,940
3683,18618,101,19,16,1,564
2373,98292,65,32,88,1,312
5323,64706,135,0,30,1,77
11814,89480,106,1,38,2,763
9410,96060,117,6,57,3,561
4591,83297,113,6,28,1,542
4838,92102,70,11,36,7,336
9424,46897,118,13,11,3,322
6385,33459,63,16,35,2,302
7380,65706,91,6,86,8,436
3139,31177,79,14,28,1,905
10208,35482,129,21,59,3,619
5484,47611,69,17,65,4,593
5349,89158,67,34,71,6,272
3833,56583,116,34,82,1,1397
6031,49539,79,15,83,5,286
4954,45329,65,13,7,4,312
23405,71941,73,18,89,2,198
7408,76771,95,34,82,7,91
4853,17120,125,14,95,1,717
5989,66839,154,33,24,1,739
3671,42460,91,28,42,1,347
5871,33967,76,0,60,8,364
2514,24744,65,6,0,1,312
5636,24516,71,11,23,8,300
34611,20090,109,10,59,2,523
10155,28754,89,9,17,2,427
4711,24843,61,20,17,4,331
8346,48259,108,14,79,3,73
33473,33190,106,18,95,2,508
7553,69959,63,9,3,2,401
3567,53959,102,28,11,1,660
7951,75497,100,5,72,3,71
7380,53957,184,19,80,1,61
3942,38820,99,29,59,1,547
5059,67371,63,7,14,3,86
4974,75644,65,5,68,9,467
9780,56551,132,13,47,3,950
2121,91360,67,6,60,1,321
3644,82477,90,33,69,1,432
2034,68075,62,29,59,1,446
5305,26334,71,9,94,3,340
5659,69387,71,16,37,3,71
5331,99516,71,31,70,3,340
38055,47301,115,21,78,2,552
8542,50117,107,13,98,4,462
8503,87771,74,8,9,2,355
8818,47837,136,31,75,3,1237
4313,43748,126,2,96,1,656
29232,28613,114,17,8,2,820
8224,82634,104,8,74,3,324
2393,28054,70,24,10,1,425
2980,13535,80,7,53,1,384
15727,84824,196,7,4,9,319
5432,49919,134,27,5,1,643
5313,68558,131,16,11,1,280
5253,12811,150,27,0,1,720
5926,23091,96,28,90,5,460
5989,66839,154,33,24,1,739
4722,34109,65,29,32,3,655
12036,44428,104,17,61,2,499
10145,44577,131,27,7,9,640
4603,66161,118,19,86,1,457
8641,22193,74,13,74,2,415
7341,64633,104,1,48,7,82
7203,69980,95,3,29,9,149
29874,52651,94,34,20,2,451
5657,23550,72,17,3,3,222
7956,44818,67,25,41,2,136
14700,29695,94,34,66,2,554
10656,72540,88,7,3,2,631
5380,93818,66,7,25,6,248
7289,60875,92,0,84,3,410
2927,76850,72,8,84,1,345
5838,81082,73,5,85,4,281
20003,33901,84,34,19,2,145
4282,40864,109,34,70,1,166
18474,27869,67,18,59,2,482
22754,51437,115,35,30,2,244
2754,58705,69,19,95,1,48
2361,90228,66,2,92,1,145
4626,79487,114,20,87,1,547
7329,44155,70,4,63,2,622
4982,52275,62,6,88,5,374
5016,20868,63,22,13,8,134
5372,70286,67,16,66,3,130
8818,93012,136,31,75,3,1237
3621,13457,94,31,28,1,285
3226,91774,81,4,21,1,285
8491,27781,71,33,7,2,340
3686,58048,96,2,88,1,28
16501,83547,137,6,14,2,75
5515,99423,79,5,62,7,379
4966,38055,64,7,24,8,39
2530,89451,63,11,2,1,61
23435,42862,65,34,29,2,254
4829,34819,61,0,31,6,185
9410,96060,117,6,57,3,561
26197,18495,113,10,15,2,542
7615,90918,64,22,19,2,163
2467,39532,73,29,14,1,525
8491,62076,71,17,82,2,227
2916,85817,72,0,31,1,154
11158,46718,161,19,71,9,1159
8012,40635,102,4,45,6,489
5165,12904,132,17,31,1,633
12375,78441,103,6,73,2,613
7809,69161,97,19,71,8,341
5816,99239,74,9,14,6,379
2710,31998,69,31,70,1,331
5674,26225,72,10,25,7,320
8385,63394,116,0,35,7,556
2590,25981,65,33,38,1,77
16979,35095,73,25,56,2,525
11516,50854,73,15,72,2,101
9048,86048,119,9,8,3,571
5024,78772,62,9,47,8,86
5272,85607,66,4,1,3,67
8377,28135,74,14,38,2,355
18321,88592,76,19,1,2,199
4723,21546,119,20,66,1,625
5568,48276,79,21,53,7,407
9344,95888,64,25,96,2,307
7654,30528,74,16,89,2,355
2759,92296,69,4,65,1,331
3189,24301,87,6,3,1,760
4889,51246,122,4,89,1,817
9816,37256,62,15,7,2,128
6414,88208,89,11,12,5,640
5792,29530,74,31,79,4,222
8678,62366,108,22,87,8,51
21418,21897,139,19,67,2,667
5008,92864,123,13,60,1,96
7057,37840,90,31,9,4,432
2523,43204,64,31,19,1,246
10013,18275,135,26,38,3,773
5508,96021,68,5,30,5,315
8596,53736,71,2,20,2,169
6047,20396,76,15,60,4,364
2690,48329,67,9,70,1,470
4949,21342,62,34,72,3,74
11072,58971,94,12,75,2,318
5119,26890,65,28,37,4,312
8566,99652,106,21,80,4,406
5157,93303,65,11,96,5,40
12168,14973,115,2,75,2,828
2531,28898,67,15,85,1,82
29412,43213,107,8,62,2,513
16005,44901,70,15,56,2,460
4502,68798,114,19,69,1,92
4496,46731,63,14,45,3,419
2507,32893,63,13,14,1,174
2220,85508,62,11,52,1,311
4118,34378,102,12,54,1,489
38055,45495,115,21,78,2,552
2891,56761,73,31,80,1,85
6236,57760,78,9,67,3,223
12349,67248,102,19,4,2,489
3911,30821,97,27,59,1,451
4629,41655,70,23,32,7,754
20090,44454,66,20,19,2,252
8458,25448,71,11,59,2,345
5052,34645,69,1,2,5,220
3885,44694,105,3,92,1,504
8474,58488,73,29,15,2,350
4589,32510,119,29,38,1,571
4363,94781,63,17,49,7,302
5445,20282,79,19,8,6,507
8696,56550,73,22,41,2,162
5717,68342,72,33,39,5,148
4462,79093,73,35,52,5,350
2632,95854,65,16,78,1,312
55277,40740,198,19,60,2,950
2438,38961,62,5,19,1,297
12022,25918,104,7,30,2,996
2648,29587,69,8,68,1,331
17002,97268,85,23,88,2,35
11776,58881,97,8,51,2,354
5103,39452,131,6,54,1,398
4691,62912,74,19,11,3,407
9321,67554,64,33,99,2,572
5109,21277,66,1,42,9,316
2415,55540,71,20,4,1,511
4363,38925,112,10,48,1,241
10295,24723,129,20,0,5,619
8034,97116,103,16,50,7,741
4974,75644,65,5,68,9,467
3370,11282,95,14,15,1,476
2698,76025,67,29,0,1,151
9403,79440,117,11,19,8,500
2593,43626,67,9,80,1,321
7663,34837,63,32,27,2,72
15362,48115,192,15,67,5,1382
2863,92814,79,0,44,1,168
4607,17343,63,9,92,5,208
2569,79297,64,14,44,1,164
8403,52116,115,11,63,8,552
10892,68025,91,15,17,2,436
4605,22571,63,13,51,9,302
6113,46800,88,18,7,5,1034
2458,57564,63,5,48,1,302
8595,94242,71,35,7,2,41
31215,56793,117,9,12,2,1227
2616,72302,66,6,27,1,316
5638,56017,71,1,98,6,51
4605,87693,64,13,64,4,307
4271,26245,110,6,43,1,44
2907,24049,74,34,80,1,491
18882,24054,176,14,61,2,1133
6699,30852,88,7,42,8,318
43019,25425,132,24,49,2,904
8879,52583,113,12,59,7,528
2389,27615,62,19,18,1,297
2656,13830,78,23,93,1,374
5555,41853,71,17,51,3,155
5585,67928,80,14,17,9,6
5066,35596,64,11,92,3,307
2530,89451,63,11,2,1,61
7985,99069,66,7,28,2,77
4463,36118,62,15,95,6,567
7331,72246,100,1,25,4,61
2731,69844,68,5,9,1,184
3384,54603,86,29,68,1,412
36181,10890,180,15,87,2,864
4643,12261,125,26,80,1,600
5838,81082,73,5,85,4,281
18591,14209,62,34,36,2,297
12174,52797,104,14,13,2,88
8007,54971,112,12,93,3,537
36470,60433,113,0,9,2,813
6570,52951,167,3,43,1,289
5968,90972,74,3,47,8,232
5510,18243,73,24,57,4,525
13668,62520,197,5,50,9,1418
7414,62473,185,25,29,1,1298
5244,27444,66,21,88,3,313
6791,79674,101,19,11,8,727
10700,75313,89,16,64,2,527
2652,20422,70,7,1,1,484
3829,74775,95,18,35,1,676
8365,26630,118,33,27,8,581
3237,60244,83,3,72,1,326
3808,94903,94,3,38,1,451
4165,55897,104,33,5,1,499
14886,91193,185,15,75,6,1
5319,25714,67,17,57,5,321
2938,40987,73,6,15,1,329
2856,85421,78,26,14,1,374
4521,39426,114,33,12,1,412
5600,63621,70,8,48,5,444
6781,30324,86,15,67,8,143
5387,56835,67,25,16,3,326
2370,89793,71,1,66,1,511
13352,16467,119,18,65,2,729
4987,19589,127,26,44,1,1027
7504,97849,62,32,45,2,183
18061,13164,70,0,45,2,75
6961,62923,63,17,24,2,40
2777,65431,69,7,90,1,331
3265,25820,82,10,69,1,393
16280,76370,157,17,1,2,753
17759,44807,63,10,19,2,661
21255,73457,133,0,29,2,198
20455,39147,67,28,72,2,482
5343,64460,66,18,42,3,316
8900,83761,111,1,34,5,532
49221,63035,153,20,97,2,734
4152,52644,123,33,13,1,885
6947,63406,100,5,54,7,925
4914,10037,71,14,29,3,292
2967,35205,76,7,11,1,178
9559,40672,121,28,99,3,580
2834,24506,71,7,47,1,511
8007,73448,112,12,93,3,537
3741,13093,100,30,73,1,514
8019,54702,199,5,42,1,955
6411,47606,81,24,50,4,388
5357,39604,68,2,21,8,63
7664,60184,199,7,44,1,161
5639,73168,70,21,50,3,425
6722,89882,93,8,48,8,669
11572,32340,166,4,49,4,1195
2589,69491,73,6,11,1,350
2619,15587,71,11,48,1,136
8004,54008,67,18,90,2,370
5016,98383,73,16,77,9,525
7247,86122,182,10,54,1,873
4775,14254,124,21,16,1,595
10662,62409,89,16,50,2,392
4334,23904,123,1,67,1,590
3151,18486,86,24,95,1,412
4692,36411,69,24,23,8,549
2519,85104,67,11,26,1,482
2471,65176,62,24,32,1,297
8365,26630,118,19,27,8,581
4502,25495,69,28,29,3,496
5528,16042,73,33,58,9,350
21578,93140,72,20,11,2,510
11760,36431,99,27,59,2,513
4222,74585,106,1,49,1,218
6512,24049,93,30,70,6,669
4864,88079,61,16,37,3,121
2688,89771,67,10,9,1,104
3985,75007,101,1,19,1,668
11624,59363,113,32,66,2,813
24552,86883,118,18,66,2,966
5001,79778,72,3,56,3,542
1994,82668,61,18,96,1,393
5595,74454,71,25,29,3,340
5561,92678,70,0,67,3,34
9918,37586,63,29,90,2,153
5272,98110,65,3,77,8,176
3700,17557,96,6,5,1,666
14316,97379,119,10,62,2,354
5246,28909,66,15,66,8,456
3425,29194,89,28,31,1,424
2710,31998,69,31,70,1,331
61850,98272,238,19,29,2,1142
6627,82377,83,28,19,7,498
9747,83151,92,7,89,2,514
2780,20261,72,16,55,1,345
2952,57248,74,31,17,1,355
2695,25544,68,18,30,1,326
7805,21073,106,25,54,3,508
22693,71879,64,1,64,2,9
2582,68074,65,12,62,1,27
4381,20597,112,31,46,1,615
5470,54507,138,20,11,1,702
13450,19298,126,7,80,2,907
8714,28484,118,1,64,4,566
5568,53997,69,26,3,3,345
10592,59590,136,15,67,5,460
2175,92590,63,5,79,1,453
5640,67523,72,35,21,7,345
6688,57289,86,21,88,3,562
8471,63513,70,13,76,2,185
21522,44695,79,14,51,2,81
2524,98956,68,11,81,1,386
9404,51593,80,34,91,2,202
4039,34911,105,6,31,1,126
12682,75203,80,0,13,2,384
16468,80597,63,4,52,2,685
8130,61036,68,2,75,2,413
2600,63098,74,19,4,1,501
2514,43860,65,15,58,1,156
2357,85621,64,35,80,1,199
5913,66996,91,10,89,4,436
27643,63401,113,21,15,2,52
7873,39346,74,24,82,2,568
5163,88692,64,29,26,5,253
4660,89834,116,24,11,1,43
8742,37224,74,8,23,2,355
23020,97460,114,20,62,2,660
5278,32365,67,28,78,3,193
12232,35133,102,2,31,2,692
16460,16869,222,28,57,3,1065
2163,86737,63,0,75,1,302
2141,22731,67,3,79,1,321
13226,18402,190,2,78,4,1398
2647,37876,69,13,15,1,300
10179,14290,271,20,40,1,1300
2478,95945,71,24,32,1,511
4605,22571,63,29,51,9,302
8083,31506,102,23,50,8,601
2927,76850,72,8,84,1,345
14091,99823,116,2,64,2,250
4349,75648,108,28,10,1,112
16473,22828,106,11,54,2,508
13283,75788,132,20,22,2,950
12885,37050,110,4,75,2,528
3728,83632,94,7,86,1,216
4732,55385,61,7,22,3,292
4904,27593,63,31,78,6,241
18677,37351,86,17,14,2,538
2530,89451,63,11,2,1,61
4848,63656,66,11,60,3,316
5568,16251,79,21,53,7,407
7437,88360,185,2,73,1,929
7452,56230,105,27,42,4,504
2725,36650,69,2,70,1,56
4373,25676,113,6,84,1,542
7583,44667,65,25,53,2,245
17253,90587,124,2,85,2,928
4210,21885,108,7,29,1,52
2821,70047,71,6,37,1,107
9051,26308,114,10,30,3,547
4685,77678,116,32,81,1,741
8849,53228,73,26,33,2,137
2479,31678,63,7,3,1,76
2445,22732,62,31,35,1,15
8378,40994,106,8,94,8,60
2647,37876,69,13,15,1,300
6494,15300,85,17,16,9,408
3221,77882,79,17,36,1,379
8007,65473,67,4,14,2,277
3554,58557,88,4,83,1,55
6503,51724,187,6,12,1,1588
2776,23830,76,24,22,1,364
7484,46998,96,13,98,6,460
5011,28859,67,24,51,4,321
8106,81580,101,2,56,6,633
6514,77135,84,3,37,8,98
5169,12430,73,22,13,4,350
18939,21911,67,16,34,2,705
5866,26608,73,12,14,6,234
4224,80767,63,9,88,8,453
7379,61584,61,18,93,2,205
2688,32808,68,1,88,1,541
2202,72436,61,2,34,1,292
8002,35546,107,3,65,3,513
4236,25866,109,20,56,1,523
2430,33775,61,24,95,1,292
3113,85586,77,11,55,1,13
4900,67000,66,35,75,4,316
5332,68931,66,32,30,7,309
5889,62007,73,4,7,3,120
2263,68779,62,25,15,1,389
13211,74656,111,0,6,2,504
13156,72517,82,33,27,2,371
2435,17789,72,28,64,1,345
3808,94903,94,3,38,1,451
3309,85632,82,23,4,1,7
4738,82775,67,23,5,3,482
7164,50460,108,19,97,9,1260
4423,10584,125,8,55,1,900
4582,69085,113,10,14,1,472
9421,23059,126,30,66,3,95
8906,58718,226,11,0,1,1084
8750,59047,76,2,73,2,364
2746,96339,68,1,44,1,293
3350,94395,83,23,1,1,582
10552,28505,88,0,93,2,422
7519,96306,95,12,17,6,185
5184,49312,65,30,55,4,230
4764,78757,119,8,56,1,383
2429,23941,61,12,1,1,292
3954,18375,103,8,50,1,535
13770,59207,116,23,21,2,556
12465,33604,105,5,80,2,357
8607,83297,118,30,52,7,566
4242,28895,61,5,51,7,439
4892,21709,62,28,17,3,408
4700,11417,63,25,57,6,302
10796,30761,69,16,16,2,331
10408,20228,101,3,43,2,523
12819,10105,172,5,4,3,0
21892,78337,62,2,88,2,36
3164,41834,92,33,41,1,662
4177,29133,104,27,76,1,499
13778,91474,113,9,99,2,24
7706,96873,73,3,33,2,350
5263,82528,131,10,65,1,258
8334,20650,136,7,61,3,979
9112,25198,118,26,36,4,566
7243,41951,91,30,56,7,40
7501,38874,94,6,86,3,331
17420,31737,218,17,2,3,1046
5010,64014,63,26,27,7,295
22118,58645,110,15,44,2,427
40440,51632,129,23,59,2,1191
15417,69841,192,0,66,7,878
2816,66023,70,11,94,1,265
2434,46843,68,28,65,1,271
11638,25370,102,10,77,2,489
6005,23749,77,20,6,4,151
13727,10803,126,12,4,2,604
4582,66991,115,1,71,1,399
4502,25248,67,15,4,4,499
2404,22239,62,34,85,1,297
4772,20993,133,35,90,1,638
3297,57420,91,3,78,1,655
3034,79253,76,23,7,1,254
4946,46239,67,17,1,4,6
5316,21299,69,0,1,9,331
9333,96920,129,33,14,3,928
4967,13534,73,34,2,4,359
6277,74719,88,30,19,4,633
5248,70928,72,0,45,4,216
9075,37722,116,12,23,8,158
8819,99845,110,23,25,8,528
8564,95697,107,29,29,9,178
5768,35091,74,27,19,9,418
3472,84378,102,25,48,1,976
15002,19245,84,5,61,2,604
2617,14151,72,5,41,1,345
10484,61108,89,22,93,2,49
8837,62277,113,29,68,8,249
5015,48567,130,10,15,1,624
7521,59778,115,33,0,3,987
5333,55674,66,10,95,3,81
3716,17162,96,15,29,1,460
4165,17161,113,1,22,1,542
8838,82664,114,11,10,9,133
6503,22081,84,1,9,6,451
21740,30095,136,0,94,2,652
6052,32330,79,16,27,9,379
5207,21576,65,27,16,3,312
13559,98036,113,18,92,2,662
8453,59888,106,6,14,3,712
2227,27972,61,7,38,1,292
41855,28311,134,7,70,2,643
2652,49625,66,29,9,1,261
4794,82763,61,28,78,3,245
4942,82093,62,17,3,3,266
2833,94812,70,11,40,1,121
10845,27279,137,30,77,5,770
2725,36650,69,2,70,1,56
2188,19618,67,29,49,1,321
6162,80590,76,26,4,3,104
2227,27972,61,7,38,1,292
2659,65900,87,33,4,1,420
13955,90279,115,7,64,2,372
4754,49696,136,22,46,1,652
5765,57846,73,7,42,3,481
2611,90349,64,31,77,1,435
12168,14973,115,2,75,2,828
3420,45882,92,2,38,1,441
8272,96689,103,34,80,5,37
2719,14030,72,11,3,1,345
11658,19851,102,33,51,2,220
